Call ID,Agent Profane,Customer Profane,Agent Profane Count,Customer Profane Count
6938c9af-5440-4fd9-a9f9-0db58e211057,False,False,0,0
6941b4ed-b5d9-451b-8ffc-ee80b4904702,False,False,0,0
695904d8-1095-4980-b16a-fb854ee8284d,False,False,0,0
695b8667-5b26-45bb-8fbc-cc57fc8ce387,False,False,0,0
69e752fa-63f2-408e-9664-7b779b39b518,False,False,0,0
6aa42a81-2d58-4f54-a02a-b73d8457c53d,False,False,0,0
6c896881-40f4-41ae-85c3-aebf302976a5,False,False,0,0
6ca65973-5d6f-4ae8-824d-691263af7c22,False,False,0,0
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c,False,False,0,0
6e8d1602-d83d-4c06-8144-2f77ededeb7e,False,False,0,0
6eec7cee-53f4-4bc2-8b01-5334b32c565c,False,False,0,0
708878fa-108e-4c22-b7bf-1d5c38227087,False,True,0,1
708e7950-1be4-47a7-9c82-e03c88f5a1d0,False,False,0,0
73a011af-5fcc-458b-9ae5-48c7367eab5d,False,False,0,0
73caf5a2-b721-48fa-932c-757aa5a2c44c,False,False,0,0
7419fc47-2a8a-4203-868f-73e562aeae64,False,False,0,0
742147aa-a2df-4429-859e-05b4a7875563,False,False,0,0
74aa32ec-6cf0-4c54-bbdb-a8e16d66f457,False,False,0,0
76e1c00c-bdcf-43c1-aee6-ea7dd7fa85fa,False,False,0,0
7cfd0c78-fa7a-4488-9b62-f478f7609089,False,False,0,0
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a,False,False,0,0
8127bee7-bc17-47bc-a23c-4a4dc775c8a6,False,False,0,0
833dd6d6-87a7-4fe6-9249-9556c7d92c2f,False,False,0,0
8372d771-4271-47b1-82e7-9cb3562fb380,False,False,0,0
849b1e2c-abc5-41a4-a1b1-0b97cd2a245d,False,False,0,0
8598c6d9-a767-4120-af0a-5490357c72f3,False,True,0,2
86686c7b-df90-4b78-8785-b1891b047f26,False,False,0,0
86bf609e-5d0b-4e4b-a4da-d265c78507a9,False,False,0,0
8706edf5-aa69-4338-b09a-122d2e9aa584,False,False,0,0
872c27de-509a-4495-be25-c9023a343a1b,False,False,0,0
877e2349-9080-4ca9-8f04-f4676ed83774,False,False,0,0
879251ec-628b-466b-9a17-fd5dc45ed969,False,False,0,0
87b72559-14d4-4750-b55f-9cbb552cd433,False,False,0,0
87e28dae-2c70-4122-9452-6ec82164fab2,True,False,2,0
89ab3694-2c42-46bc-a602-c545511bf36e,False,False,0,0
89d28c5a-f0da-41e9-a93e-0a749c20189c,True,False,3,0
8a4bea1a-a00b-4832-ada8-4bf1afacdda6,False,False,0,0
8a7ed9a3-fc6d-4cff-88bf-da8236d1c834,False,False,0,0
8a9655a7-be88-4921-b0ad-04aa1b9953d1,False,False,0,0
8ae8018c-15b3-46f6-9713-f956505735ec,False,True,0,1
8b2cb4a3-267b-4a83-8fbb-a82b1a0adee1,False,False,0,0
8b692284-0736-4dcb-a94a-3ee68cf9dcf4,False,False,0,0
8e34b537-4076-4736-b07f-5437c2379e57,False,False,0,0
911b0b97-93ec-49b4-a0ac-7a76dd6a40ce,False,False,0,0
91833348-dca2-47a6-9464-cb7371dd8b09,False,False,0,0
92477ce7-1d79-4164-a223-c25fc2030f32,False,False,0,0
928acb70-fa80-4532-a0c0-2234bf236e17,False,False,0,0
94609779-f099-4702-9b8f-7d07bc3c7c04,False,False,0,0
94ecf497-5959-44ec-a011-92af3709c38c,False,False,0,0
9505f0e7-5404-4f50-a497-35a9e899197c,True,False,2,0
9530d56d-f98f-491f-a29c-88bf3c9ffded,False,False,0,0
954ed55c-8bdf-4ce9-8a84-c73d297b74cd,False,False,0,0
966d60ed-9111-4e44-876d-6fcc3d78773e,True,False,2,0
972a9eec-e801-459f-9cfa-997f7c42ebad,False,True,0,2
9865a47f-a7bd-4915-b7df-e7e40fe87d3c,False,False,0,0
992c9928-1c11-4528-97f9-10a960dd0a58,False,False,0,0
99da74ae-edbe-4f56-92dd-a53fe062a480,False,False,0,0
9a6cb7d2-c697-43a0-8cad-4194dfb44c92,True,False,2,0
9d45b90c-1bd1-48e7-b8db-6051b95e51f9,False,False,0,0
9e2faf2f-4b66-4aeb-a04b-cbffeb9a7bb4,False,False,0,0
9e936113-46a1-4d70-9cc5-876b1c801602,False,False,0,0
9fd0d7f9-16b0-4fe3-a090-88c64816c7da,False,False,0,0
a033d0d6-eb56-4cc8-8e31-0a00c7c94607,False,False,0,0
a4fdf58d-20ad-4b95-901e-ec92458827c1,False,False,0,0
a5c3b078-bcb3-4258-9a5a-6a0c5fc082a3,False,False,0,0
a70624b3-d7ff-4afe-b4b6-a1a5cceccf13,False,False,0,0
a73d777f-368a-46b5-9d59-0aa5829b4427,False,False,0,0
a76b5b3b-4e50-4e54-9a9e-9bbf6454f743,False,True,0,2
a7740050-a728-4577-9fe8-d6edd5458599,False,False,0,0
a89120c1-1f8f-4197-9c86-4c39996b637f,False,False,0,0
a8de9746-ee32-4126-8faa-726f3b3c7da2,False,False,0,0
a91cf5c5-a334-451e-b124-6082ee502f88,False,False,0,0
a9eab46a-0595-4f5a-9888-b3ae63b06f74,False,False,0,0
ab0a99e3-48f9-430b-9d6c-c5cadd5618de,False,False,0,0
ab6ec93c-09e1-4b88-8777-574ceb28cd05,False,True,0,2
abc980d5-1416-463f-b5fe-411e4b1ec168,False,False,0,0
ac0276ef-30d9-4421-8b3e-6886e1b9e508,False,False,0,0
acec9db1-1209-4f98-881e-6d413e1aba2d,False,False,0,0
af38fcd1-31d5-4128-9dc3-d2b72ecb20c5,False,False,0,0
b155951b-086d-4f20-8fb5-de3e42253ce6,False,True,0,1
b1cc178e-4afc-4da6-8a41-d2fc61db8fef,False,False,0,0
b2c32e46-fdac-420e-b2dd-3929ba661a89,False,False,0,0
b2fefeb0-5115-4042-be07-1ef1ddfa8406,False,False,0,0
b3cc69d6-7e4d-46bc-908f-29f15cebac61,False,False,0,0
b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2,False,False,0,0
b66e19ea-ac01-4f47-a9a0-33d24b0ab438,False,False,0,0
b6eb2096-6102-431d-b0df-4a87310d46c4,False,False,0,0
b70866a2-2f46-4784-992b-74d6dc60806e,False,True,0,4
b76917d8-cb80-481a-84d5-25de34e98f95,False,False,0,0
b8553ad6-58ac-4104-b081-b73ca0749d2b,False,False,0,0
b8628a31-ef89-4218-b2a2-3058dbc4b106,False,True,0,2
b8bf9022-4917-42b9-a6b7-cfa28ee305ad,False,False,0,0
b93535c4-ce25-4fd6-a203-4e726566469b,False,False,0,0
b9cfbd3f-48f9-4e48-a4c7-8d8ad876edd2,False,False,0,0
bb5f1472-36df-4758-9824-4699a60e80f5,False,False,0,0
bc3cb988-a172-45f0-89a4-c59d4c9cc7a1,False,False,0,0
bd8b74d4-c630-4bb0-ac61-f3c8042f583c,False,False,0,0
bf973b43-76ec-41a6-af68-a3b4bc4b69b3,True,False,2,0
c014e1cd-9cb4-4d8b-98e7-365361a7163b,False,False,0,0
c0c24a7d-88c3-4ac3-af0d-ad36b9891fb2,False,False,0,0
c1cf9a45-0a69-4543-9994-117bdd4fdaaf,False,False,0,0
c46407f6-d657-47ab-9ed7-1c31d5cc8a4e,False,False,0,0
c57d3c77-c912-4da9-86ab-25996b9ea07a,False,False,0,0
c5b61bdc-b7f8-4dac-bd32-dc3b520cf301,False,False,0,0
c67274cc-d920-467a-80cc-476c9dd280d4,True,False,3,0
c6ba11d2-8bce-427b-973e-7a1d67813330,False,False,0,0
c86714f0-3aeb-4628-8cfa-ee0a46839508,False,False,0,0
c9208cf9-bf7a-484e-b1b2-c346144af197,False,False,0,0
ca0741a7-0d6e-4450-b9e9-16da9796c5ee,False,False,0,0
ce11850d-6743-47cc-be50-2ffda1d2ea0e,False,False,0,0
d071bb49-40f8-4bae-8c6d-cfc0d4a011d5,False,True,0,3
d1472118-ae60-47a2-a447-ee9b9bfdd0c1,False,False,0,0
d1547036-4c85-47d8-87fb-887083aae978,False,False,0,0
d300835a-37e7-4da5-a998-c2203a674349,False,False,0,0
d3ee9bf9-cf64-468a-83da-fac5c6fb7a41,False,True,0,2
d4e22ff8-e8e2-4dcb-ad76-3e77ec345eec,False,False,0,0
d6a3e0da-171f-4744-ba2b-7298f2604e7f,False,True,0,2
d78c5a90-2f3c-4657-a121-9d5778b051bf,False,False,0,0
d7bbea61-d739-43fb-a198-ced1b59f9491,False,True,0,4
d81e9b6a-6c0c-4ad6-a83f-190e3731746f,False,False,0,0
dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8,False,False,0,0
dd662920-e3e6-45da-a97c-a59ed0971b60,False,False,0,0
ddaea5f2-20b8-439a-a0be-ac92bb606e7a,False,False,0,0
df372d50-4a09-4429-91c4-9a87a5f486e2,False,False,0,0
e07fbcf9-3cac-4ed4-a6bf-67d4dd985779,False,False,0,0
e0a8f9d2-92d6-4093-bb97-82182c6e850f,True,False,3,0
e0f3d7f4-5b17-4f27-8826-b0378533c4e2,False,False,0,0
e1b7e07b-c906-40f4-9173-5bfbe32f040f,False,False,0,0
e1e872ea-33c5-49c1-b6f6-8bc2166d77b0,False,False,0,0
e25dcc91-27f8-4c0b-9869-496422ceb5c9,False,False,0,0
e272ea2c-dd77-40ff-aefd-9975ca157595,False,False,0,0
e4ab6a0c-49a4-41a7-9448-f48c5ff25d87,False,False,0,0
e73ff54e-9287-462f-9fe3-d486c12783df,False,False,0,0
e7b6afd3-ec02-47d0-a975-d0d5912151fb,False,False,0,0
e835306a-d904-4271-8a11-5a50ce98ed90,False,True,0,2
e96bd606-4673-43e3-b04b-f6a474bb86a0,False,False,0,0
ebaf8b12-5d22-492c-b392-1b92872f7b69,False,False,0,0
ecb08af4-0279-4178-a062-b82de0c701fb,False,False,0,0
ecf48f31-9a97-4042-bd79-0c24e6ecb4af,False,False,0,0
ee078707-82d8-4937-942a-0d1dce58dac5,False,False,0,0
ef033aca-2963-44b2-ba77-87b2a5a898f7,False,False,0,0
f152d094-a169-4486-b9af-a66a7716a608,False,False,0,0
f263ceae-29ce-436c-8662-85b1216a638f,False,False,0,0
f2c33efc-17f4-4e42-ab36-8394328d9591,False,False,0,0
f383ba9e-3e34-4e0b-a97b-9dbc488ae9ed,False,False,0,0
f3c7fdbb-c742-4c12-abba-f02c1f57895e,False,False,0,0
f3d61724-540e-4665-837d-95c662b34a84,False,False,0,0
f53b56bf-c27d-4900-8ed6-9c66a4691268,False,False,0,0
f5f05257-aaa0-4194-b84c-36339c4e0659,True,False,2,0
f6a64305-ca58-469a-aaab-cd9f3a2c009d,False,False,0,0
fa8af38b-d3f8-415c-a69b-e28dccf8af99,False,False,0,0
fe55cb8b-d868-4309-8a6c-2090bb1c2982,False,False,0,0
