Call ID,Agent Profane,Customer Profane,Agent Profane Count,Customer Profane Count
00be25b0-458f-4cbf-ae86-ae2ec1f7fba4,False,False,0,0
019b9e97-9575-459e-9893-b59d8c99acef,False,False,0,0
02b08433-58e0-46af-961e-221ba94cb8df,False,False,0,0
02f1cff9-7d47-4168-b1f9-d9fba10847a0,False,False,0,0
03132d8f-6a7d-47d0-9540-c6a0ac32d946,False,False,0,0
04bec80f-8614-484b-8ba2-831ff9dd03ef,True,False,3,0
05731aab-0e72-46c1-8fd3-dc50fb20c758,False,False,0,0
084fc190-bccc-472f-a6f8-de13e814c67d,False,False,0,0
0b6979e4-8c05-49e1-b7a7-94d85a627df5,False,False,0,0
0b764207-9bf4-4201-b69a-b0e6077a5689,False,False,0,0
0ba31ba1-24ab-4d20-b0f2-eee6bc9a3d42,False,False,0,0
0bf6844f-af6a-4e46-8d72-9ec01e4bc99a,False,False,0,0
0c8297aa-ced1-414e-a175-bf29a9763d30,False,False,0,0
0d825dd5-99b2-4edd-af24-e39952ac84d5,False,False,0,0
0e2d1981-bd63-4fdd-a4ef-075732cbf26b,False,False,0,0
114f3a62-bb17-44aa-bdcf-46873590a1ed,False,False,0,0
1190bab7-d82f-4259-bb55-9617dff7da07,False,False,0,0
12968330-6da1-4860-b418-417794f640c6,False,False,0,0
137ccf2a-5b72-447c-a94c-7f3683ac4671,False,False,0,0
171ab2df-da45-49bc-9a7f-e2b0978c6972,False,False,0,0
179f40ff-742d-4703-94c4-430f631e3f83,False,False,0,0
19169ec6-213f-48e9-8ec2-c24ee2e6eb20,False,False,0,0
1937fe41-0ba0-4276-b5cb-50524b28080a,False,False,0,0
1f20a811-7d15-4fc0-b718-effedcc09c13,False,False,0,0
1f2c0aff-01cc-4a8e-926a-227527f67356,False,False,0,0
20690906-b8d4-40c5-8474-9127c47b1299,False,True,0,1
214c92cc-3141-404d-8224-c1b05acc345c,True,False,1,0
216fd3c8-1a80-484d-8792-464771794d9e,False,True,0,1
229439eb-043f-4267-b327-88838b642233,False,False,0,0
22dd8271-02f8-46bf-bd4e-28c0692b57d1,False,False,0,0
23091fb3-8e07-4d4c-8575-227e3467e73a,True,False,2,0
23712d70-65df-47f3-8b69-fe2682aebc70,False,False,0,0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f,False,False,0,0
23f69c7c-f38b-4f4e-977a-660997b61c70,False,False,0,0
28968f08-f076-4fca-add3-27d5ee342d6e,False,False,0,0
29489f77-b8e0-462c-9286-9216d59890f1,True,False,2,0
2ca5c9fd-f516-4a89-b25e-8de0ccc16fc3,False,False,0,0
2db2965e-54fa-41fa-823b-ed79b943f0b1,False,False,0,0
2dbce9d8-284c-43c9-aaab-736648188892,False,False,0,0
2ea925db-df94-4d9b-bd72-6c227742569d,False,False,0,0
2f01bebb-f647-43c0-ad44-f1d1f65ad673,False,False,0,0
2f279983-ea96-4c10-a09d-4b607de21a38,True,False,3,0
2fbb34f8-fa48-4736-bc04-34e12819d43a,False,False,0,0
300337bc-7a64-491d-932a-16c6d05d16a2,False,False,0,0
320c83b6-fb0e-4c01-b455-46152a056395,False,False,0,0
348f6912-9877-4576-b0b2-4bcba9858515,False,False,0,0
34afbce9-7315-4a25-826b-5d70446a5dd8,False,False,0,0
36066f6f-e10e-4080-920c-ab415b52c54e,False,False,0,0
36216c4a-0dcd-4d93-ab06-4ed14682d1a3,False,False,0,0
367fd789-cfa1-458b-b005-4a846f6769d9,False,False,0,0
38231782-a07c-4fbb-a036-723dfdfede1e,False,False,0,0
391b2314-8da8-4e6f-9171-ebb33cb39083,False,False,0,0
39c3e29c-7b7c-43d2-999b-eb473ec31de3,False,False,0,0
3c328f04-6095-406a-aabe-f88bdcf2d125,False,False,0,0
3c56ea72-ffe6-42ae-a7bf-cea432b89f6e,False,False,0,0
3e2412cb-07db-4664-a4ae-2b69a1aae45c,False,False,0,0
3e43ed42-da47-46ac-bb54-ec9c5f799124,False,False,0,0
3e6dde01-1a46-42b4-92dd-0a211185e660,False,True,0,1
3e77de75-66b9-4b74-a993-1c25b6850bc9,False,True,0,2
3f9a4a6a-2d53-4391-95c9-44306989d6ce,False,False,0,0
40b40ec2-8ce2-47a8-b9d4-621285d7b484,False,False,0,0
41415d92-c12f-478a-b747-4d94773c2011,False,False,0,0
41fac7e4-d242-4887-9f54-f891dff6ff70,False,False,0,0
43bb3199-b004-41ef-a7da-1ae746f1567c,False,False,0,0
4547f937-4327-4973-97ac-c826259b7c88,False,False,0,0
467483c7-8c70-40dd-9449-384547b9ea93,False,False,0,0
46a46fb9-78ba-4502-873c-7e409f03ffc2,False,False,0,0
4832c70d-36a2-40be-a926-b596fd71dafe,False,False,0,0
4905b25b-9ed7-4a76-b5f3-4a8bd7cdc50b,False,False,0,0
49dca3af-dcec-423e-939d-93811e8a51a9,False,False,0,0
4f05aaff-585f-485f-90a1-60d027ec6e46,True,False,3,0
4ff9fec0-757f-4798-9dac-ce77b6cebe7c,False,False,0,0
5048a566-147f-4d6e-8c1d-73ae83df5afc,False,False,0,0
504d8ff3-73a7-4e5e-a2d1-b1ab6abe72eb,False,False,0,0
50abe040-847c-47e1-962f-a00d7ff2cfe4,True,False,2,0
522c166e-e8ab-4cb0-99f6-1df45e3481e5,False,False,0,0
52823847-626b-4898-bbf9-1c7cd848c311,False,False,0,0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e,False,False,0,0
54026bce-9be0-459f-bfd3-e61150b2e9b7,False,False,0,0
542ab104-354b-46fd-93a7-ae64906f31ef,False,False,0,0
54d23e27-49e7-4161-98f9-ff50c737577e,False,False,0,0
55f06ad3-1c58-4853-8bbb-34b7b97bcbd7,False,False,0,0
584fd5cd-adaa-4315-bf67-ad56d02d135e,False,True,0,1
5a19fa85-a36e-446a-9eee-0cc131345156,False,False,0,0
5a7eebc6-e089-44e9-aa0d-ef2e39ca11fb,False,False,0,0
5b8dc067-9564-4e0f-b27f-a54f661c36bd,False,False,0,0
5c0bf9ad-669f-4a26-8c08-4af6f9698cf0,False,False,0,0
5cc64b47-fe6f-44f3-9cf1-9aeec1d57be4,False,False,0,0
5e231fa2-03d8-4e70-9918-da45193472a9,True,False,1,0
60e92cb0-536d-4b03-b778-81dcbef4ea0e,False,False,0,0
627538ce-998a-49ca-9537-4776e8073ea0,False,False,0,0
63803395-1ed2-405c-afdc-66ed0f48cd45,False,False,0,0
6387f58b-67bc-490c-857d-71f5daac829e,False,False,0,0
656fdb00-a46e-4a96-92cd-894eeea08829,False,False,0,0
65f99be3-1a8a-4f1f-91f0-7f3a4fe4235b,False,False,0,0
66783778-028a-45ff-b1b0-f5c0ea759950,False,False,0,0
66ad6c2b-1019-4032-945a-41fa5d16f57f,False,False,0,0
68b8e267-3f64-4925-9ecb-6dfb5c1f6462,False,False,0,0
